Date,Store,Store_Type,Store_Status,Promo,Promo2,School_Holiday,Customers,Sales
2022-02-22,2,supermarket,1,0,1,0,107,43
2022-02-23,2,pharmacy,1,0,0,0,99,58
2022-02-24,2,pharmacy,0,1,0,0,0,0
2022-02-25,2,supermarket,1,0,0,0,99,0
2022-02-26,2,pharmacy,1,0,0,0,92,108
2022-02-27,2,convenience,0,0,0,0,0,0
2022-02-28,2,convenience,1,0,0,0,103,0
2022-03-01,2,pharmacy,1,0,0,0,89,82
2022-03-02,2,convenience,1,1,0,0,83,598
2022-03-03,2,pharmacy,1,0,0,0,103,93
2022-03-04,2,supermarket,1,1,1,0,80,944
2022-03-05,2,supermarket,1,1,0,0,111,1321
2022-03-06,2,convenience,1,1,0,0,87,558
2022-03-07,2,pharmacy,1,0,0,0,78,90
2022-03-08,2,pharmacy,1,1,0,0,122,1366
2022-03-09,2,convenience,1,0,1,0,93,0
2022-03-10,2,supermarket,1,0,0,0,107,0
2022-03-11,2,convenience,1,0,0,0,84,78
2022-03-12,2,supermarket,1,1,1,0,91,1126
2022-03-13,2,pharmacy,1,0,1,0,99,0
2022-03-14,2,supermarket,1,0,0,0,104,0
2022-03-15,2,convenience,1,0,0,0,111,30
2022-03-16,2,pharmacy,0,0,0,0,0,0
2022-03-17,2,convenience,1,0,0,0,108,131
2022-03-18,2,convenience,1,1,1,0,100,780
2022-03-19,2,supermarket,1,1,0,0,101,1140
2022-03-20,2,convenience,1,1,0,0,69,815
2022-03-21,2,supermarket,1,0,0,0,85,19
2022-03-22,2,pharmacy,1,0,0,0,95,25
2022-03-23,2,supermarket,1,0,0,0,86,96
2022-03-24,2,pharmacy,1,0,0,0,92,181
2022-03-25,2,supermarket,1,0,0,0,114,0
2022-03-26,2,convenience,1,1,1,0,100,1118
2022-03-27,2,supermarket,1,0,0,0,100,0
2022-03-28,2,supermarket,0,1,0,0,0,0
2022-03-29,2,pharmacy,1,1,0,0,78,864
2022-03-30,2,convenience,1,0,0,0,87,149
2022-03-31,2,supermarket,0,1,0,0,0,0
2022-04-01,2,convenience,1,1,0,0,121,1074
2022-04-02,2,supermarket,1,0,0,0,101,0
2022-04-03,2,supermarket,1,0,0,0,95,0
2022-04-04,2,convenience,1,0,0,0,100,0
2022-04-05,2,supermarket,1,0,0,0,106,89
2022-04-06,2,convenience,1,0,0,0,107,0
2022-04-07,2,supermarket,1,0,0,0,108,0
2022-04-08,2,pharmacy,1,0,0,0,95,117
2022-04-09,2,convenience,1,0,0,0,98,80
2022-04-10,2,supermarket,1,0,0,0,94,38
2022-04-11,2,supermarket,1,0,0,0,102,0
2022-04-12,2,pharmacy,0,0,0,0,0,0
2022-04-13,2,convenience,1,0,0,0,88,0
2022-04-14,2,supermarket,1,0,0,0,95,49
2022-04-15,2,pharmacy,1,1,0,0,106,1035
2022-04-16,2,supermarket,0,0,0,0,0,0
2022-04-17,2,convenience,1,0,0,0,91,19
2022-04-18,2,supermarket,1,0,0,0,101,0
2022-04-19,2,supermarket,1,0,0,0,92,39
2022-04-20,2,supermarket,1,0,0,0,89,0
2022-04-21,2,supermarket,0,0,0,0,0,0
2022-04-22,2,pharmacy,1,1,1,0,83,1042
2022-04-23,2,pharmacy,1,1,0,0,138,1623
2022-04-24,2,convenience,1,0,0,0,102,71
2022-04-25,2,pharmacy,1,1,0,0,93,1048
2022-04-26,2,pharmacy,0,0,0,0,0,0
2022-04-27,2,convenience,1,1,0,0,83,854
2022-04-28,2,pharmacy,1,0,0,0,106,0
2022-04-29,2,pharmacy,0,0,0,0,0,0
2022-04-30,2,convenience,1,0,0,0,102,71
2022-05-01,2,convenience,1,0,0,0,117,118
2022-05-02,2,convenience,1,1,1,0,86,820
2022-05-03,2,supermarket,1,0,0,0,119,0
2022-05-04,2,supermarket,0,0,1,0,0,0
2022-05-05,2,convenience,1,0,0,0,97,0
2022-05-06,2,convenience,1,0,0,0,108,0
2022-05-07,2,convenience,1,0,1,0,131,0
2022-05-08,2,supermarket,1,1,0,0,96,1013
2022-05-09,2,supermarket,1,1,0,0,111,1395
2022-05-10,2,pharmacy,1,0,0,0,98,126
2022-05-11,2,pharmacy,0,0,0,0,0,0
2022-05-12,2,convenience,1,0,1,0,97,0
2022-05-13,2,supermarket,1,1,0,0,90,1063
2022-05-14,2,supermarket,1,1,0,0,99,1220
2022-05-15,2,supermarket,1,0,0,0,99,85
2022-05-16,2,convenience,1,1,0,0,101,881
2022-05-17,2,pharmacy,1,0,0,0,92,94
2022-05-18,2,convenience,1,0,0,0,75,8
2022-05-19,2,pharmacy,1,1,0,0,106,1105
2022-05-20,2,pharmacy,0,0,0,0,0,0
2022-05-21,2,convenience,1,0,0,0,96,0
2022-05-22,2,pharmacy,1,0,0,0,93,0
2022-05-23,2,pharmacy,0,0,0,0,0,0
2022-05-24,2,supermarket,1,0,0,0,118,0
2022-05-25,2,pharmacy,1,1,1,0,120,1573
2022-05-26,2,convenience,1,0,0,0,114,130
2022-05-27,2,convenience,1,1,0,0,80,739
2022-05-28,2,pharmacy,1,0,0,0,94,42
2022-05-29,2,supermarket,0,0,0,0,0,0
2022-05-30,2,supermarket,1,1,0,0,110,1382
2022-05-31,2,pharmacy,1,0,0,0,103,156
2022-06-01,2,pharmacy,1,0,0,1,84,92
2022-06-02,2,convenience,1,0,0,1,86,0
2022-06-03,2,pharmacy,1,0,1,1,80,83
2022-06-04,2,supermarket,1,0,0,1,100,0
2022-06-05,2,pharmacy,0,1,1,1,0,0
2022-06-06,2,convenience,1,1,0,1,66,692
2022-06-07,2,convenience,1,0,0,1,83,0
2022-06-08,2,convenience,1,1,0,1,117,1224
2022-06-09,2,convenience,1,1,0,1,112,1089
2022-06-10,2,convenience,0,1,0,1,0,0
2022-06-11,2,pharmacy,1,0,1,1,90,83
2022-06-12,2,pharmacy,1,0,0,1,66,114
2022-06-13,2,pharmacy,1,0,0,1,93,22
2022-06-14,2,pharmacy,0,0,0,1,0,0
2022-06-15,2,convenience,1,0,0,1,94,0
2022-06-16,2,supermarket,1,0,0,1,88,81
2022-06-17,2,pharmacy,1,0,0,1,84,60
2022-06-18,2,supermarket,1,0,0,1,97,143
2022-06-19,2,pharmacy,1,0,0,1,108,17
2022-06-20,2,pharmacy,1,0,1,1,109,30
2022-06-21,2,supermarket,1,1,0,1,61,639
2022-06-22,2,convenience,1,0,0,1,95,0
2022-06-23,2,pharmacy,1,1,0,1,86,1007
2022-06-24,2,pharmacy,1,1,0,1,99,1159
2022-06-25,2,pharmacy,1,1,0,1,93,1194
2022-06-26,2,supermarket,1,1,0,1,93,1162
2022-06-27,2,convenience,1,1,1,1,84,746
2022-06-28,2,supermarket,1,0,0,1,81,55
2022-06-29,2,supermarket,1,1,0,1,96,1096
2022-06-30,2,convenience,0,1,1,1,0,0
2022-07-01,2,supermarket,1,1,0,1,103,1166
2022-07-02,2,convenience,1,0,0,1,98,0
2022-07-03,2,pharmacy,1,0,0,1,88,0
2022-07-04,2,convenience,1,0,0,1,96,8
2022-07-05,2,pharmacy,1,0,0,1,85,64
2022-07-06,2,supermarket,1,1,0,1,69,993
2022-07-07,2,supermarket,0,0,0,1,0,0
2022-07-08,2,pharmacy,1,0,0,1,92,0
2022-07-09,2,supermarket,1,0,0,1,107,0
2022-07-10,2,convenience,1,0,0,1,88,22
2022-07-11,2,pharmacy,1,0,0,1,93,2
2022-07-12,2,supermarket,1,0,0,1,92,1
2022-07-13,2,pharmacy,1,0,1,1,98,150
2022-07-14,2,convenience,1,0,0,1,70,54
2022-07-15,2,convenience,1,0,0,1,85,0
2022-07-16,2,supermarket,1,1,1,1,91,1001
2022-07-17,2,convenience,1,1,0,1,75,559
2022-07-18,2,pharmacy,1,1,1,1,89,934
2022-07-19,2,convenience,1,0,0,1,80,37
2022-07-20,2,pharmacy,1,0,0,1,87,0
2022-07-21,2,pharmacy,1,0,0,1,86,0
2022-07-22,2,convenience,0,1,0,1,0,0
2022-07-23,2,supermarket,1,1,1,1,78,832
2022-07-24,2,convenience,1,0,0,1,101,0
2022-07-25,2,pharmacy,1,1,0,1,78,758
2022-07-26,2,pharmacy,1,0,0,1,73,0
2022-07-27,2,convenience,1,0,0,1,82,0
2022-07-28,2,supermarket,1,0,0,1,101,0
2022-07-29,2,supermarket,1,0,0,1,84,77
2022-07-30,2,pharmacy,1,0,1,1,84,48
2022-07-31,2,pharmacy,1,1,0,1,70,665
2022-08-01,2,supermarket,1,0,0,1,89,129
2022-08-02,2,convenience,1,0,0,1,81,72
2022-08-03,2,pharmacy,1,1,0,1,69,733
2022-08-04,2,pharmacy,1,0,0,1,99,33
2022-08-05,2,supermarket,1,0,0,1,96,0
2022-08-06,2,convenience,1,0,0,1,79,0
2022-08-07,2,supermarket,0,0,1,1,0,0
2022-08-08,2,convenience,1,0,0,1,95,0
2022-08-09,2,convenience,1,0,0,1,102,0
2022-08-10,2,convenience,1,0,0,1,108,41
2022-08-11,2,pharmacy,1,0,0,1,101,0
2022-08-12,2,supermarket,1,1,0,1,102,1244
2022-08-13,2,supermarket,1,1,0,1,84,1090
2022-08-14,2,convenience,1,1,0,1,103,719
2022-08-15,2,pharmacy,1,0,0,1,102,70
2022-08-16,2,pharmacy,1,0,0,1,88,189
2022-08-17,2,supermarket,1,1,0,1,91,1066
2022-08-18,2,pharmacy,0,0,0,1,0,0
2022-08-19,2,pharmacy,1,0,0,1,91,0
2022-08-20,2,convenience,1,1,0,1,115,1127
2022-08-21,2,pharmacy,1,0,0,1,81,51
2022-08-22,2,convenience,1,0,0,1,113,21
2022-08-23,2,supermarket,1,1,0,1,90,1096
2022-08-24,2,pharmacy,0,1,0,1,0,0
2022-08-25,2,supermarket,1,0,0,1,107,0
2022-08-26,2,supermarket,1,0,0,1,103,0
2022-08-27,2,pharmacy,1,0,0,1,90,0
2022-08-28,2,pharmacy,0,1,0,1,0,0
2022-08-29,2,supermarket,1,0,0,1,88,0
2022-08-30,2,pharmacy,1,0,0,1,97,0
2022-08-31,2,convenience,1,1,0,1,86,767
2022-09-01,2,convenience,1,0,0,0,108,0
2022-09-02,2,pharmacy,1,1,1,0,122,1377
2022-09-03,2,supermarket,1,1,0,0,96,1210
2022-09-04,2,pharmacy,1,0,0,0,105,0
2022-09-05,2,pharmacy,1,1,1,0,83,927
2022-09-06,2,supermarket,1,0,0,0,97,90
2022-09-07,2,supermarket,1,1,0,0,94,1026
2022-09-08,2,convenience,0,1,0,0,0,0
2022-09-09,2,supermarket,1,0,0,0,85,0
2022-09-10,2,convenience,1,1,1,0,112,1060
2022-09-11,2,supermarket,1,1,1,0,112,1298
2022-09-12,2,pharmacy,1,0,0,0,114,0
2022-09-13,2,convenience,1,0,0,0,98,126
2022-09-14,2,convenience,1,0,0,0,102,0
2022-09-15,2,convenience,1,0,0,0,97,0
2022-09-16,2,pharmacy,1,1,0,0,115,1338
2022-09-17,2,pharmacy,1,1,0,0,99,1156
2022-09-18,2,pharmacy,1,0,0,0,107,41
2022-09-19,2,pharmacy,1,0,1,0,103,0
2022-09-20,2,pharmacy,1,0,0,0,88,55
2022-09-21,2,convenience,1,0,0,0,94,1
2022-09-22,2,pharmacy,1,0,0,0,111,40
2022-09-23,2,convenience,1,0,1,0,95,137
2022-09-24,2,pharmacy,1,0,0,0,108,0
2022-09-25,2,supermarket,1,1,0,0,106,1310
2022-09-26,2,convenience,1,0,0,0,115,14
2022-09-27,2,supermarket,1,0,1,0,87,94
2022-09-28,2,convenience,1,0,1,0,103,177
2022-09-29,2,supermarket,1,1,0,0,124,1662
2022-09-30,2,pharmacy,1,1,0,0,70,853
2022-10-01,2,pharmacy,1,1,0,0,100,1040
2022-10-02,2,pharmacy,1,0,0,0,85,0
2022-10-03,2,convenience,1,0,1,0,90,72
2022-10-04,2,supermarket,1,0,0,0,108,0
2022-10-05,2,pharmacy,1,0,0,0,76,0
2022-10-06,2,supermarket,0,0,0,0,0,0
2022-10-07,2,supermarket,0,1,0,0,0,0
2022-10-08,2,pharmacy,1,0,0,0,97,24
2022-10-09,2,pharmacy,0,0,0,0,0,0
2022-10-10,2,supermarket,1,1,0,0,88,1116
2022-10-11,2,pharmacy,1,0,0,0,98,11
2022-10-12,2,pharmacy,0,0,0,0,0,0
2022-10-13,2,pharmacy,1,0,1,0,104,0
2022-10-14,2,convenience,1,0,0,0,105,87
2022-10-15,2,supermarket,1,1,0,0,107,1232
2022-10-16,2,supermarket,1,0,0,0,94,0
2022-10-17,2,convenience,1,1,0,0,103,968
2022-10-18,2,supermarket,1,1,0,0,88,957
2022-10-19,2,pharmacy,1,1,0,0,121,1339
2022-10-20,2,supermarket,1,0,1,0,103,0
2022-10-21,2,pharmacy,1,0,0,0,117,0
2022-10-22,2,convenience,1,0,0,0,103,0
2022-10-23,2,pharmacy,1,0,0,0,87,75
2022-10-24,2,supermarket,1,1,0,0,107,1301
2022-10-25,2,supermarket,1,0,0,0,134,29
2022-10-26,2,supermarket,1,1,1,0,102,1299
2022-10-27,2,convenience,1,0,0,0,73,62
2022-10-28,2,convenience,1,0,0,0,92,0
2022-10-29,2,supermarket,1,1,0,0,77,979
2022-10-30,2,pharmacy,1,0,0,0,117,0
2022-10-31,2,convenience,1,1,1,0,114,1069
2022-11-01,2,supermarket,1,0,0,0,97,104
2022-11-02,2,supermarket,1,1,0,0,112,1396
2022-11-03,2,convenience,1,0,0,0,112,0
2022-11-04,2,convenience,1,1,0,0,94,796
2022-11-05,2,convenience,1,0,0,0,91,64
2022-11-06,2,pharmacy,1,0,0,0,97,0
2022-11-07,2,pharmacy,1,1,0,0,100,1132
2022-11-08,2,supermarket,0,1,0,0,0,0
2022-11-09,2,convenience,1,0,0,0,96,272
2022-11-10,2,pharmacy,1,0,0,0,96,43
2022-11-11,2,convenience,1,0,0,0,108,0
2022-11-12,2,supermarket,1,0,0,0,109,116
2022-11-13,2,pharmacy,1,1,0,0,96,1021
2022-11-14,2,pharmacy,1,0,0,0,93,4
2022-11-15,2,pharmacy,0,0,0,0,0,0
2022-11-16,2,supermarket,1,0,0,0,99,60
2022-11-17,2,convenience,1,0,0,0,100,0
2022-11-18,2,pharmacy,1,1,0,0,128,1491
2022-11-19,2,supermarket,1,1,0,0,115,1327
2022-11-20,2,convenience,1,0,0,0,76,205
2022-11-21,2,supermarket,1,1,0,0,112,1192
2022-11-22,2,convenience,1,0,0,0,106,0
2022-11-23,2,supermarket,1,0,1,0,100,0
2022-11-24,2,convenience,1,0,0,0,99,296
2022-11-25,2,pharmacy,1,0,0,0,100,0
2022-11-26,2,convenience,1,0,0,0,86,76
2022-11-27,2,supermarket,1,0,0,0,89,72
2022-11-28,2,supermarket,1,1,0,0,102,1133
2022-11-29,2,convenience,1,1,0,0,107,1040
2022-11-30,2,pharmacy,1,1,0,0,100,993
2022-12-01,2,pharmacy,0,0,0,0,0,0
2022-12-02,2,convenience,1,0,0,0,78,0
2022-12-03,2,convenience,1,0,0,0,86,66
2022-12-04,2,supermarket,1,0,0,0,107,0
2022-12-05,2,pharmacy,1,0,0,0,108,39
2022-12-06,2,convenience,1,0,0,0,88,0
2022-12-07,2,pharmacy,1,0,0,0,109,174
2022-12-08,2,convenience,1,0,0,0,91,3
2022-12-09,2,convenience,1,0,0,0,112,84
2022-12-10,2,pharmacy,1,0,0,0,88,51
2022-12-11,2,convenience,1,0,0,0,113,0
2022-12-12,2,convenience,1,0,0,0,83,111
2022-12-13,2,supermarket,1,1,0,0,117,1441
2022-12-14,2,convenience,1,0,1,0,110,89
2022-12-15,2,convenience,1,1,0,0,105,852
2022-12-16,2,convenience,1,0,0,0,113,52
2022-12-17,2,supermarket,1,0,0,0,98,80
2022-12-18,2,pharmacy,1,1,0,0,114,1145
2022-12-19,2,supermarket,1,0,0,0,94,0
2022-12-20,2,supermarket,1,0,0,0,108,0
2022-12-21,2,pharmacy,1,1,0,0,113,1084
2022-12-22,2,supermarket,1,0,1,0,109,0
2022-12-23,2,pharmacy,1,0,0,0,105,180
2022-12-24,2,supermarket,0,1,1,0,0,0
2022-12-25,2,pharmacy,1,1,0,0,91,970
2022-12-26,2,convenience,1,0,1,0,104,0
2022-12-27,2,supermarket,1,0,1,0,106,92
2022-12-28,2,supermarket,1,1,0,0,61,531
2022-12-29,2,supermarket,1,0,0,0,95,0
2022-12-30,2,supermarket,0,0,0,0,0,0
2022-12-31,2,convenience,1,0,0,0,105,0
2023-01-01,2,supermarket,1,1,1,0,89,1205
2023-01-02,2,convenience,1,0,0,0,94,0
2023-01-03,2,convenience,1,1,0,0,110,1021
2023-01-04,2,convenience,1,0,0,0,102,34
2023-01-05,2,convenience,1,0,0,0,89,0
2023-01-06,2,pharmacy,1,1,0,0,74,843
2023-01-07,2,pharmacy,1,1,0,0,117,1338
2023-01-08,2,supermarket,1,0,0,0,101,15
2023-01-09,2,pharmacy,1,0,0,0,91,0
2023-01-10,2,pharmacy,1,1,1,0,120,1231
2023-01-11,2,supermarket,1,0,0,0,108,159
2023-01-12,2,supermarket,1,0,0,0,110,0
2023-01-13,2,supermarket,1,0,0,0,90,8
2023-01-14,2,pharmacy,1,1,0,0,101,1038
2023-01-15,2,pharmacy,1,1,0,0,62,741
2023-01-16,2,supermarket,1,1,0,0,108,1275
2023-01-17,2,convenience,1,0,0,0,87,65
2023-01-18,2,supermarket,1,0,0,0,90,38
2023-01-19,2,convenience,1,0,0,0,88,0
2023-01-20,2,convenience,1,0,0,0,108,0
2023-01-21,2,supermarket,1,0,1,0,91,0
2023-01-22,2,supermarket,1,0,0,0,99,0
2023-01-23,2,supermarket,1,0,0,0,98,0
2023-01-24,2,pharmacy,1,0,0,0,96,50
2023-01-25,2,convenience,1,0,1,0,96,202
2023-01-26,2,pharmacy,1,1,1,0,117,1040
2023-01-27,2,pharmacy,1,0,1,0,96,0
2023-01-28,2,supermarket,1,0,0,0,101,23
2023-01-29,2,pharmacy,1,0,0,0,103,0
2023-01-30,2,supermarket,1,1,0,0,103,1281
2023-01-31,2,convenience,1,0,1,0,98,0
2023-02-01,2,supermarket,1,0,0,0,99,131
2023-02-02,2,pharmacy,1,0,1,0,91,57
2023-02-03,2,pharmacy,1,0,0,0,114,87
2023-02-04,2,supermarket,1,1,0,0,103,1337
2023-02-05,2,supermarket,1,0,0,0,107,0
2023-02-06,2,pharmacy,1,0,0,0,103,58
2023-02-07,2,convenience,1,0,0,0,103,64
2023-02-08,2,convenience,1,0,0,0,83,0
2023-02-09,2,supermarket,1,0,0,0,100,0
2023-02-10,2,convenience,1,0,0,0,84,0
2023-02-11,2,pharmacy,1,1,0,0,106,1078
2023-02-12,2,supermarket,1,1,0,0,87,905
2023-02-13,2,pharmacy,1,1,1,0,86,1160
2023-02-14,2,pharmacy,1,0,0,0,104,108
2023-02-15,2,convenience,1,0,0,0,122,2
2023-02-16,2,supermarket,1,0,0,0,92,0
2023-02-17,2,supermarket,1,0,0,0,102,54
2023-02-18,2,convenience,1,0,0,0,111,0
2023-02-19,2,pharmacy,1,1,0,0,84,908
2023-02-20,2,pharmacy,1,0,0,0,92,224
2023-02-21,2,pharmacy,1,1,0,0,94,1223
2023-02-22,2,pharmacy,1,0,0,0,105,0
2023-02-23,2,supermarket,1,0,1,0,103,36
2023-02-24,2,supermarket,1,0,0,0,99,16
2023-02-25,2,convenience,1,0,0,0,85,35
2023-02-26,2,convenience,1,0,1,0,114,0
2023-02-27,2,supermarket,1,1,0,0,84,1008
2023-02-28,2,supermarket,1,1,0,0,104,1138
2023-03-01,2,pharmacy,1,0,0,0,99,103
2023-03-02,2,pharmacy,1,0,0,0,104,100
2023-03-03,2,convenience,1,1,0,0,105,1109
2023-03-04,2,supermarket,1,1,1,0,103,1158
2023-03-05,2,convenience,1,0,0,0,96,26
2023-03-06,2,supermarket,1,1,0,0,105,1464
2023-03-07,2,pharmacy,1,0,1,0,91,0
2023-03-08,2,convenience,1,0,1,0,99,0
2023-03-09,2,convenience,1,0,0,0,91,30
2023-03-10,2,supermarket,1,0,0,0,95,116
2023-03-11,2,pharmacy,1,0,0,0,100,0
2023-03-12,2,convenience,1,0,0,0,85,193
2023-03-13,2,pharmacy,1,0,0,0,114,0
2023-03-14,2,convenience,1,1,0,0,78,767
2023-03-15,2,pharmacy,0,1,0,0,0,0
2023-03-16,2,supermarket,0,0,0,0,0,0
2023-03-17,2,convenience,1,0,0,0,111,82
2023-03-18,2,convenience,1,0,0,0,97,0
2023-03-19,2,pharmacy,1,0,0,0,91,0
2023-03-20,2,pharmacy,1,0,1,0,98,0
2023-03-21,2,convenience,1,0,0,0,112,72
2023-03-22,2,supermarket,0,0,0,0,0,0
2023-03-23,2,pharmacy,1,0,1,0,93,72
2023-03-24,2,pharmacy,1,0,0,0,113,0
2023-03-25,2,pharmacy,1,1,0,0,87,851
2023-03-26,2,convenience,1,0,0,0,90,0
2023-03-27,2,convenience,1,0,0,0,98,0
2023-03-28,2,convenience,1,0,0,0,117,0
2023-03-29,2,convenience,1,0,1,0,107,0
2023-03-30,2,supermarket,0,0,0,0,0,0
2023-03-31,2,supermarket,1,1,0,0,75,951
2023-04-01,2,convenience,1,0,0,0,101,0
2023-04-02,2,supermarket,1,1,0,0,77,904
2023-04-03,2,pharmacy,0,0,0,0,0,0
2023-04-04,2,pharmacy,1,0,0,0,105,0
2023-04-05,2,pharmacy,1,0,0,0,85,0
2023-04-06,2,convenience,1,0,0,0,73,214
2023-04-07,2,pharmacy,0,0,0,0,0,0
2023-04-08,2,supermarket,1,1,1,0,101,1085
2023-04-09,2,convenience,1,0,0,0,104,0
2023-04-10,2,supermarket,1,0,0,0,100,9
2023-04-11,2,pharmacy,1,1,0,0,130,1440
2023-04-12,2,pharmacy,1,0,0,0,78,91
2023-04-13,2,pharmacy,1,0,0,0,95,44
2023-04-14,2,convenience,1,0,0,0,113,0
2023-04-15,2,supermarket,1,0,1,0,92,106
2023-04-16,2,convenience,1,0,0,0,110,62
2023-04-17,2,convenience,0,0,1,0,0,0
2023-04-18,2,pharmacy,1,0,1,0,94,5
2023-04-19,2,convenience,1,0,0,0,106,109
2023-04-20,2,convenience,1,0,0,0,103,0
2023-04-21,2,pharmacy,1,0,0,0,112,0
2023-04-22,2,convenience,1,0,0,0,111,0
2023-04-23,2,pharmacy,1,1,1,0,88,1038
2023-04-24,2,pharmacy,0,0,0,0,0,0
2023-04-25,2,pharmacy,1,1,0,0,78,955
2023-04-26,2,pharmacy,0,0,0,0,0,0
2023-04-27,2,convenience,1,0,0,0,115,0
2023-04-28,2,pharmacy,1,0,0,0,100,23
2023-04-29,2,pharmacy,1,1,0,0,69,737
2023-04-30,2,convenience,1,0,0,0,93,11
2023-05-01,2,convenience,1,1,0,0,99,965
2023-05-02,2,supermarket,0,1,1,0,0,0
2023-05-03,2,convenience,1,0,0,0,105,0
2023-05-04,2,convenience,1,0,1,0,96,59
2023-05-05,2,supermarket,1,0,0,0,116,107
2023-05-06,2,convenience,1,0,0,0,99,0
2023-05-07,2,convenience,1,0,0,0,88,0
2023-05-08,2,convenience,1,1,0,0,109,887
2023-05-09,2,convenience,1,0,0,0,94,112
2023-05-10,2,supermarket,1,0,0,0,108,118
2023-05-11,2,convenience,1,0,1,0,105,0
2023-05-12,2,convenience,1,1,0,0,87,651
2023-05-13,2,supermarket,1,0,1,0,98,24
2023-05-14,2,pharmacy,1,1,0,0,104,1033
2023-05-15,2,supermarket,1,1,1,0,109,1393
2023-05-16,2,pharmacy,1,0,0,0,72,0
2023-05-17,2,supermarket,1,0,0,0,103,160
2023-05-18,2,supermarket,0,0,0,0,0,0
2023-05-19,2,convenience,1,0,1,0,110,155
2023-05-20,2,pharmacy,1,1,0,0,89,1019
2023-05-21,2,convenience,1,0,0,0,104,0
2023-05-22,2,pharmacy,1,0,0,0,100,0
2023-05-23,2,supermarket,1,0,0,0,103,59
2023-05-24,2,supermarket,1,0,1,0,94,66
2023-05-25,2,pharmacy,1,0,0,0,90,26
2023-05-26,2,convenience,1,0,0,0,91,0
2023-05-27,2,convenience,1,1,0,0,100,820
2023-05-28,2,convenience,1,0,1,0,89,8
2023-05-29,2,convenience,1,0,1,0,103,0
2023-05-30,2,supermarket,1,1,0,0,98,1098
2023-05-31,2,supermarket,1,1,0,0,84,911
2023-06-01,2,supermarket,0,0,0,1,0,0
2023-06-02,2,supermarket,1,0,0,1,87,0
2023-06-03,2,supermarket,1,0,0,1,89,0
2023-06-04,2,convenience,1,0,0,1,86,1
2023-06-05,2,convenience,1,1,0,1,71,663
2023-06-06,2,convenience,1,0,0,1,79,35
2023-06-07,2,convenience,1,1,0,1,90,714
2023-06-08,2,supermarket,1,0,0,1,101,0
2023-06-09,2,supermarket,1,0,0,1,95,1
2023-06-10,2,supermarket,1,0,0,1,79,12
2023-06-11,2,pharmacy,1,0,0,1,77,0
2023-06-12,2,convenience,1,0,0,1,107,0
2023-06-13,2,convenience,1,0,1,1,91,59
2023-06-14,2,supermarket,1,0,0,1,85,0
2023-06-15,2,convenience,1,1,0,1,73,692
2023-06-16,2,convenience,0,0,0,1,0,0
2023-06-17,2,supermarket,1,1,0,1,91,1046
2023-06-18,2,pharmacy,1,0,0,1,93,126
2023-06-19,2,pharmacy,1,1,0,1,86,915
2023-06-20,2,pharmacy,1,1,0,1,103,1111
2023-06-21,2,supermarket,1,0,0,1,114,0
2023-06-22,2,convenience,1,1,1,1,96,1012
2023-06-23,2,supermarket,1,0,0,1,90,139
2023-06-24,2,supermarket,1,1,0,1,119,1542
2023-06-25,2,convenience,1,0,0,1,92,86
2023-06-26,2,pharmacy,1,0,0,1,96,0
2023-06-27,2,pharmacy,1,0,0,1,80,0
2023-06-28,2,supermarket,1,0,0,1,89,0
2023-06-29,2,pharmacy,0,0,0,1,0,0
2023-06-30,2,supermarket,0,1,0,1,0,0
2023-07-01,2,supermarket,1,1,0,1,86,1099
2023-07-02,2,convenience,1,0,0,1,95,167
2023-07-03,2,convenience,1,1,0,1,90,855
2023-07-04,2,convenience,0,1,0,1,0,0
2023-07-05,2,supermarket,1,0,0,1,106,0
2023-07-06,2,convenience,1,0,0,1,88,61
2023-07-07,2,pharmacy,1,0,0,1,89,91
2023-07-08,2,pharmacy,1,1,1,1,90,1095
2023-07-09,2,supermarket,1,1,0,1,93,1126
2023-07-10,2,supermarket,1,0,0,1,95,19
2023-07-11,2,convenience,1,0,0,1,66,0
2023-07-12,2,supermarket,1,1,0,1,78,879
2023-07-13,2,supermarket,1,1,0,1,111,1420
2023-07-14,2,pharmacy,1,1,0,1,104,954
2023-07-15,2,pharmacy,1,0,0,1,82,0
2023-07-16,2,convenience,1,0,0,1,79,0
2023-07-17,2,supermarket,1,0,0,1,87,0
2023-07-18,2,supermarket,1,0,1,1,80,108
2023-07-19,2,pharmacy,1,1,0,1,94,989
2023-07-20,2,supermarket,0,0,1,1,0,0
2023-07-21,2,pharmacy,1,1,0,1,101,1241
2023-07-22,2,convenience,1,0,0,1,96,6
2023-07-23,2,pharmacy,1,1,1,1,71,813
2023-07-24,2,supermarket,1,0,1,1,101,122
2023-07-25,2,convenience,1,0,0,1,76,99
2023-07-26,2,pharmacy,1,0,0,1,99,0
2023-07-27,2,pharmacy,1,0,0,1,109,0
2023-07-28,2,convenience,1,1,0,1,79,762
2023-07-29,2,convenience,1,0,0,1,89,21
2023-07-30,2,pharmacy,1,0,0,1,89,0
2023-07-31,2,supermarket,1,1,0,1,94,957
2023-08-01,2,pharmacy,1,1,0,1,98,1139
2023-08-02,2,convenience,1,0,0,1,90,0
2023-08-03,2,pharmacy,1,1,0,1,75,811
2023-08-04,2,convenience,1,0,0,1,83,14
2023-08-05,2,convenience,0,0,0,1,0,0
2023-08-06,2,supermarket,1,0,0,1,87,0
2023-08-07,2,convenience,1,0,0,1,83,0
2023-08-08,2,convenience,1,0,0,1,98,0
